image_id,image_path,human_label,model,model_name,predicted_label,score_good,score_bad,match,checkpoint_path,learning_rate,source_wandb_run_id,best_epoch,best_val_f1
p3_img11,data/raw/p3_img11.png,Good,ResNet18,resnet18,Good,0.596204,0.403797,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img12,data/raw/p3_img12.png,Bad,ResNet18,resnet18,Good,0.525207,0.474793,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img13,data/raw/p3_img13.png,Good,ResNet18,resnet18,Good,0.946776,0.053224,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img14,data/raw/p3_img14.png,Good,ResNet18,resnet18,Good,0.639906,0.360094,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img15,data/raw/p3_img15.png,Good,ResNet18,resnet18,Good,0.978849,0.021151,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img16,data/raw/p3_img16.png,Good,ResNet18,resnet18,Good,0.892374,0.107626,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img17,data/raw/p3_img17.png,Good,ResNet18,resnet18,Good,0.892786,0.107214,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img18,data/raw/p3_img18.png,Bad,ResNet18,resnet18,Good,0.866543,0.133457,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p3_img19,data/raw/p3_img19.png,Bad,ResNet18,resnet18,Good,0.604066,0.395934,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed0,data/raw/p4_seed0.jpg,Good,ResNet18,resnet18,Good,0.987183,0.012817,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed1,data/raw/p4_seed1.jpg,Good,ResNet18,resnet18,Good,0.714445,0.285555,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed17,data/raw/p4_seed17.jpg,Bad,ResNet18,resnet18,Good,0.905806,0.094194,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed26,data/raw/p4_seed26.jpg,Bad,ResNet18,resnet18,Good,0.999285,0.000715,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed3,data/raw/p4_seed3.jpg,Bad,ResNet18,resnet18,Good,0.916051,0.083949,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed7,data/raw/p4_seed7.jpg,Good,ResNet18,resnet18,Good,0.999297,0.000703,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed8,data/raw/p4_seed8.jpg,Good,ResNet18,resnet18,Good,0.999232,0.000768,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p4_seed9,data/raw/p4_seed9.jpg,Good,ResNet18,resnet18,Good,0.996405,0.003595,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p5_seed23,data/raw/p5_seed23.jpg,Bad,ResNet18,resnet18,Good,0.996212,0.003787,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p5_seed24,data/raw/p5_seed24.jpg,Bad,ResNet18,resnet18,Good,0.976525,0.023475,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p5_seed25,data/raw/p5_seed25.jpg,Bad,ResNet18,resnet18,Good,0.977269,0.022731,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p5_seed28,data/raw/p5_seed28.jpg,Bad,ResNet18,resnet18,Good,0.981946,0.018054,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img10,data/raw/p6_img10.png,Bad,ResNet18,resnet18,Good,0.616055,0.383945,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img11,data/raw/p6_img11.png,Bad,ResNet18,resnet18,Bad,0.241576,0.758424,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img12,data/raw/p6_img12.png,Bad,ResNet18,resnet18,Bad,0.204895,0.795105,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img13,data/raw/p6_img13.png,Good,ResNet18,resnet18,Good,0.920801,0.079199,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img14,data/raw/p6_img14.png,Bad,ResNet18,resnet18,Good,0.564812,0.435188,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img15,data/raw/p6_img15.png,Good,ResNet18,resnet18,Good,0.880263,0.119737,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img16,data/raw/p6_img16.png,Good,ResNet18,resnet18,Good,0.946996,0.053004,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img17,data/raw/p6_img17.png,Bad,ResNet18,resnet18,Good,0.762883,0.237117,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img18,data/raw/p6_img18.png,Bad,ResNet18,resnet18,Good,0.701845,0.298155,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_img19,data/raw/p6_img19.png,Bad,ResNet18,resnet18,Good,0.558581,0.441419,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed10,data/raw/p6_seed10.jpg,Bad,ResNet18,resnet18,Bad,0.22026,0.77974,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed11,data/raw/p6_seed11.jpg,Good,ResNet18,resnet18,Bad,0.285376,0.714624,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed12,data/raw/p6_seed12.jpg,Bad,ResNet18,resnet18,Bad,0.063972,0.936028,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed15,data/raw/p6_seed15.jpg,Bad,ResNet18,resnet18,Good,0.868228,0.131772,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed16,data/raw/p6_seed16.jpg,Bad,ResNet18,resnet18,Good,0.927992,0.072009,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed17,data/raw/p6_seed17.jpg,Bad,ResNet18,resnet18,Good,0.920411,0.079589,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p6_seed18,data/raw/p6_seed18.jpg,Bad,ResNet18,resnet18,Good,0.853983,0.146017,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img10,data/raw/p7_img10.png,Good,ResNet18,resnet18,Good,0.74408,0.25592,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img11,data/raw/p7_img11.png,Good,ResNet18,resnet18,Good,0.886292,0.113708,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img12,data/raw/p7_img12.png,Bad,ResNet18,resnet18,Good,0.926156,0.073844,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img13,data/raw/p7_img13.png,Good,ResNet18,resnet18,Good,0.868312,0.131688,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img14,data/raw/p7_img14.png,Good,ResNet18,resnet18,Good,0.949427,0.050573,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img15,data/raw/p7_img15.png,Good,ResNet18,resnet18,Good,0.815316,0.184684,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img16,data/raw/p7_img16.png,Good,ResNet18,resnet18,Good,0.955692,0.044308,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img17,data/raw/p7_img17.png,Good,ResNet18,resnet18,Good,0.952135,0.047865,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img18,data/raw/p7_img18.png,Good,ResNet18,resnet18,Good,0.711726,0.288274,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p7_img19,data/raw/p7_img19.png,Good,ResNet18,resnet18,Good,0.842008,0.157992,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img1,data/raw/p9_img1.png,Bad,ResNet18,resnet18,Good,0.851539,0.148461,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img12,data/raw/p9_img12.png,Bad,ResNet18,resnet18,Good,0.592229,0.407771,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img14,data/raw/p9_img14.png,Bad,ResNet18,resnet18,Good,0.839684,0.160316,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img16,data/raw/p9_img16.png,Bad,ResNet18,resnet18,Good,0.94249,0.05751,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img17,data/raw/p9_img17.png,Bad,ResNet18,resnet18,Good,0.988271,0.011729,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img2,data/raw/p9_img2.png,Bad,ResNet18,resnet18,Good,0.95791,0.04209,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img20,data/raw/p9_img20.png,Bad,ResNet18,resnet18,Good,0.649748,0.350252,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img21,data/raw/p9_img21.png,Bad,ResNet18,resnet18,Good,0.996621,0.003379,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img27,data/raw/p9_img27.png,Bad,ResNet18,resnet18,Good,0.785674,0.214326,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img3,data/raw/p9_img3.png,Bad,ResNet18,resnet18,Bad,0.333345,0.666655,1,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img4,data/raw/p9_img4.png,Bad,ResNet18,resnet18,Good,0.992002,0.007998,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img5,data/raw/p9_img5.png,Bad,ResNet18,resnet18,Good,0.970752,0.029248,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p9_img6,data/raw/p9_img6.png,Bad,ResNet18,resnet18,Good,0.552081,0.447919,0,outputs/checkpoints/best_resnet18_lr0.001.pth,0.001,6d6u2kul,17,0.8111888111888111
p0_img1,data/raw/p0_img1.png,Bad,ResNet50,resnet50,Good,0.892338,0.107662,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img10,data/raw/p0_img10.png,Good,ResNet50,resnet50,Good,0.965185,0.034815,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img11,data/raw/p0_img11.png,Good,ResNet50,resnet50,Good,0.951317,0.048683,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img12,data/raw/p0_img12.png,Good,ResNet50,resnet50,Good,0.996608,0.003392,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img13,data/raw/p0_img13.png,Good,ResNet50,resnet50,Good,0.997313,0.002687,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img18,data/raw/p0_img18.png,Good,ResNet50,resnet50,Good,0.999996,4e-06,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img19,data/raw/p0_img19.png,Good,ResNet50,resnet50,Good,0.999278,0.000722,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img20,data/raw/p0_img20.png,Good,ResNet50,resnet50,Good,0.94847,0.05153,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img21,data/raw/p0_img21.png,Good,ResNet50,resnet50,Good,0.998084,0.001916,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img22,data/raw/p0_img22.png,Good,ResNet50,resnet50,Good,0.997432,0.002568,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img23,data/raw/p0_img23.png,Good,ResNet50,resnet50,Good,0.961851,0.038149,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img24,data/raw/p0_img24.png,Good,ResNet50,resnet50,Good,0.983482,0.016518,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img25,data/raw/p0_img25.png,Good,ResNet50,resnet50,Good,0.996818,0.003182,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img26,data/raw/p0_img26.png,Good,ResNet50,resnet50,Good,0.982688,0.017312,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img27,data/raw/p0_img27.png,Good,ResNet50,resnet50,Good,0.996029,0.003971,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img28,data/raw/p0_img28.png,Good,ResNet50,resnet50,Good,0.989412,0.010588,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p0_img29,data/raw/p0_img29.png,Good,ResNet50,resnet50,Good,0.997724,0.002276,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed0,data/raw/p1_seed0.jpg,Bad,ResNet50,resnet50,Good,0.502706,0.497294,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed10,data/raw/p1_seed10.jpg,Bad,ResNet50,resnet50,Good,0.514659,0.485341,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed12,data/raw/p1_seed12.jpg,Bad,ResNet50,resnet50,Good,0.540034,0.459966,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed2,data/raw/p1_seed2.jpg,Bad,ResNet50,resnet50,Good,0.581533,0.418467,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed3,data/raw/p1_seed3.jpg,Bad,ResNet50,resnet50,Good,0.800033,0.199967,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed4,data/raw/p1_seed4.jpg,Bad,ResNet50,resnet50,Good,0.611916,0.388084,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed5,data/raw/p1_seed5.jpg,Bad,ResNet50,resnet50,Bad,0.452167,0.547833,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed7,data/raw/p1_seed7.jpg,Bad,ResNet50,resnet50,Good,0.515615,0.484385,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p1_seed8,data/raw/p1_seed8.jpg,Bad,ResNet50,resnet50,Bad,0.353758,0.646242,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_img12,data/raw/p2_img12.png,Bad,ResNet50,resnet50,Good,0.915918,0.084082,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_img15,data/raw/p2_img15.png,Bad,ResNet50,resnet50,Good,0.915455,0.084545,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_img18,data/raw/p2_img18.png,Bad,ResNet50,resnet50,Good,0.781115,0.218885,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_img19,data/raw/p2_img19.png,Good,ResNet50,resnet50,Good,0.955269,0.044731,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed0,data/raw/p2_seed0.jpg,Good,ResNet50,resnet50,Good,0.998541,0.001459,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed1,data/raw/p2_seed1.jpg,Good,ResNet50,resnet50,Good,0.966313,0.033687,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed2,data/raw/p2_seed2.jpg,Good,ResNet50,resnet50,Good,0.98071,0.01929,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed3,data/raw/p2_seed3.jpg,Good,ResNet50,resnet50,Good,0.716769,0.283231,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed4,data/raw/p2_seed4.jpg,Good,ResNet50,resnet50,Good,0.972624,0.027376,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed5,data/raw/p2_seed5.jpg,Good,ResNet50,resnet50,Good,0.996477,0.003523,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed6,data/raw/p2_seed6.jpg,Good,ResNet50,resnet50,Good,0.983693,0.016307,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p2_seed7,data/raw/p2_seed7.jpg,Good,ResNet50,resnet50,Good,0.996681,0.003319,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img10,data/raw/p3_img10.png,Good,ResNet50,resnet50,Good,0.848392,0.151608,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img11,data/raw/p3_img11.png,Good,ResNet50,resnet50,Good,0.66734,0.33266,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img12,data/raw/p3_img12.png,Bad,ResNet50,resnet50,Bad,0.488856,0.511145,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img13,data/raw/p3_img13.png,Good,ResNet50,resnet50,Good,0.999081,0.000919,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img14,data/raw/p3_img14.png,Good,ResNet50,resnet50,Good,0.935617,0.064383,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img15,data/raw/p3_img15.png,Good,ResNet50,resnet50,Good,0.890137,0.109863,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img16,data/raw/p3_img16.png,Good,ResNet50,resnet50,Good,0.962628,0.037372,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img17,data/raw/p3_img17.png,Good,ResNet50,resnet50,Good,0.990117,0.009883,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img18,data/raw/p3_img18.png,Bad,ResNet50,resnet50,Good,0.732651,0.267349,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p3_img19,data/raw/p3_img19.png,Bad,ResNet50,resnet50,Good,0.734883,0.265117,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed0,data/raw/p4_seed0.jpg,Good,ResNet50,resnet50,Good,0.89383,0.10617,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed1,data/raw/p4_seed1.jpg,Good,ResNet50,resnet50,Good,0.81446,0.18554,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed17,data/raw/p4_seed17.jpg,Bad,ResNet50,resnet50,Bad,0.316292,0.683708,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed26,data/raw/p4_seed26.jpg,Bad,ResNet50,resnet50,Good,0.884118,0.115882,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed3,data/raw/p4_seed3.jpg,Bad,ResNet50,resnet50,Bad,0.382744,0.617256,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed7,data/raw/p4_seed7.jpg,Good,ResNet50,resnet50,Good,0.990191,0.009809,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed8,data/raw/p4_seed8.jpg,Good,ResNet50,resnet50,Good,0.996306,0.003694,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p4_seed9,data/raw/p4_seed9.jpg,Good,ResNet50,resnet50,Good,0.993709,0.006291,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p5_seed23,data/raw/p5_seed23.jpg,Bad,ResNet50,resnet50,Good,0.830194,0.169806,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p5_seed24,data/raw/p5_seed24.jpg,Bad,ResNet50,resnet50,Good,0.764853,0.235147,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p5_seed25,data/raw/p5_seed25.jpg,Bad,ResNet50,resnet50,Bad,0.440731,0.559269,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p5_seed28,data/raw/p5_seed28.jpg,Bad,ResNet50,resnet50,Good,0.995554,0.004446,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img10,data/raw/p6_img10.png,Bad,ResNet50,resnet50,Good,0.609086,0.390913,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img11,data/raw/p6_img11.png,Bad,ResNet50,resnet50,Good,0.558526,0.441474,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img12,data/raw/p6_img12.png,Bad,ResNet50,resnet50,Bad,0.425234,0.574766,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img13,data/raw/p6_img13.png,Good,ResNet50,resnet50,Good,0.580639,0.419361,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img14,data/raw/p6_img14.png,Bad,ResNet50,resnet50,Bad,0.391405,0.608595,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img15,data/raw/p6_img15.png,Good,ResNet50,resnet50,Good,0.883238,0.116762,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img16,data/raw/p6_img16.png,Good,ResNet50,resnet50,Good,0.957627,0.042373,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img17,data/raw/p6_img17.png,Bad,ResNet50,resnet50,Good,0.582286,0.417714,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img18,data/raw/p6_img18.png,Bad,ResNet50,resnet50,Good,0.558313,0.441687,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_img19,data/raw/p6_img19.png,Bad,ResNet50,resnet50,Bad,0.430651,0.569349,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed10,data/raw/p6_seed10.jpg,Bad,ResNet50,resnet50,Good,0.771494,0.228506,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed11,data/raw/p6_seed11.jpg,Good,ResNet50,resnet50,Good,0.734442,0.265558,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed12,data/raw/p6_seed12.jpg,Bad,ResNet50,resnet50,Bad,0.347102,0.652898,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed15,data/raw/p6_seed15.jpg,Bad,ResNet50,resnet50,Bad,0.388569,0.611431,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed16,data/raw/p6_seed16.jpg,Bad,ResNet50,resnet50,Good,0.578073,0.421927,0,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed17,data/raw/p6_seed17.jpg,Bad,ResNet50,resnet50,Bad,0.378139,0.621861,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p6_seed18,data/raw/p6_seed18.jpg,Bad,ResNet50,resnet50,Bad,0.482847,0.517153,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
p7_img10,data/raw/p7_img10.png,Good,ResNet50,resnet50,Good,0.952653,0.047347,1,outputs/checkpoints/best_resnet50_lr0.0001.pth,0.0001,af8dkst0,5,0.8652482269503546
